,title,director,cast,country,date_added_netflix,release_year,rating,duration,listed_in,description,rotten_rate,netflix,hulu,prime,disney,date_added_amazon,date_added_hulu,date_added_disney
4995,Wounds,No Data,No Data,"United States, United Kingdom",1970-01-01,2019,R,95 min,"Horror, Thriller",Disturbing and mysterious things begin happening to a New Orleans bartender (Armie Hammer) after he picks up a phone left behind in his bar. Also starring Dakota Johnson and Zazie Beetz.,55,0,1,0,0,1970-01-01,2019-10-18,1970-01-01
4996,Toni Morrison: The Pieces I Am,No Data,No Data,United States,1970-01-01,2019,PG-13,120 min,"Black Stories, Documentaries","This artful and intimate meditation on legendary storyteller Toni Morrison examines her life, her work and the powerful themes she has confronted throughout her literary career.",52,0,1,0,0,1970-01-01,2019-10-17,1970-01-01
4997,Little Woods,No Data,No Data,No Data,2018-12-31,2019,R,103 min,"Black Stories, Drama","Ollie (Tessa Thompson) is at the end of her probation after running prescription pills. But when her mother dies, she is thrust back into the life of her sister Deb (Lily James), who is contending with an unplanned pregnancy and a deadbeat ex.",59,0,1,0,0,1970-01-01,2019-10-14,1970-01-01
5001,Missing Link,No Data,No Data,"Canada, United States",1970-01-01,2019,PG,94 min,"Action, Adventure, Comedy","""Missing Link"" is a globe-trotting comedy-adventure about a dashing investigator of myths and monsters (Hugh Jackman) and the surprisingly silly and soulful beast he discovers (Zach Galifianakis).",68,0,1,0,0,1970-01-01,2019-10-07,1970-01-01
5002,Uncanny Annie,No Data,No Data,No Data,1970-01-01,2019,TV-MA,80 min,Horror,"On Halloween night a group of college students get trapped in a mysterious board game that brings their darkest secrets and fears to life, where they must play to escape…and win to survive.",51,0,1,0,0,1970-01-01,2019-10-04,1970-01-01
5003,Amazing Grace,No Data,No Data,United States,1970-01-01,2018,G,89 min,"Black Stories, Documentaries, Music","A documentary presenting the live recording of Aretha Franklin's album Amazing Grace at The New Temple Missionary Baptist Church in Watts, Los Angeles in January 1972.",64,0,1,0,0,1970-01-01,2019-10-02,1970-01-01
5005,Crypto,No Data,No Data,United States,1970-01-01,2019,R,106 min,"Drama, Horror, Thriller","In this cyber-thriller starring Kurt Russell and Beau Knapp, a Wall Street banker connects a small-town art gallery to a global conspiracy, putting his own family in grave danger.",58,0,1,0,0,1970-01-01,2019-09-19,1970-01-01
5006,Curious George: Royal Monkey,No Data,No Data,United States,1970-01-01,2019,G,87 min,"Action, Adventure, Comedy","Join your favorite monkey as he takes on his most regal role yet, trading places with a royal monkey!",41,0,1,0,0,1970-01-01,2019-09-10,1970-01-01
5007,We Die Young,No Data,No Data,"Bulgaria, United States",1970-01-01,2019,R,93 min,"Action, Adventure, Drama","Lucas, a 14-year-old boy inducted into the gang life in Washington D.C., is determined that his 10-year-old brother won't follow the same path. When an Afghanistan war veteran comes into the neighborhood, an opportunity arises.",54,0,1,0,0,1970-01-01,2019-09-04,1970-01-01
5008,Body at Brighton Rock,No Data,No Data,United States,1970-01-01,2019,R,87 min,"Horror, Thriller","An inexperienced park ranger discovers a body on a remote mountain trail and must guard it overnight until the police can arrive. Deep in the wilderness, all alone, she will face her darkest fears.",50,0,1,0,0,1970-01-01,2019-08-29,1970-01-01
5010,Jawline,No Data,No Data,United States,1970-01-01,2019,TV-MA,97 min,Documentaries,"This film follows 16-year-old Austyn Tester, a rising star in the live-broadcast ecosystem who built his following on wide-eyed optimism and teen girl lust, as he tries to escape a dead-end life in rural Tennessee.",65,0,1,0,0,1970-01-01,2019-08-23,1970-01-01
5011,Hail Satan?,No Data,No Data,United States,1970-01-01,2019,R,95 min,Documentaries,"Hail Satan? offers a look at a group of misunderstood outsiders whose commitment to social and political justice has empowered thousands of people. An inspiring and entertaining documentary from acclaimed director Penny Lane (Nuts!, Our Nixon).",63,0,1,0,0,1970-01-01,2019-08-22,1970-01-01
5012,The Amazing Johnathan Documentary,No Data,No Data,United States,1970-01-01,2019,TV-MA,91 min,Documentaries,What begins as a seemingly ordinary profile of a dying magician becomes an unexpected and increasingly bizarre journey as filmmaker Ben Berman struggles to separate truth from illusion.,68,0,1,0,0,1970-01-01,2019-08-16,1970-01-01
5015,The Beach Bum,No Data,No Data,"Switzerland, United Kingdom, France, United States",1970-01-01,2019,R,95 min,Comedy,"Moondog is a fun-loving, pot-smoking, beer-drinking writer who lives life on his own terms in Florida. If he can put down the drugs for just one minute, he may finally be able to put his talent to good use and finish the next great American novel.",62,0,1,0,0,1970-01-01,2019-08-09,1970-01-01
5019,Time Freak,No Data,No Data,United States,1970-01-01,2018,PG-13,105 min,"Comedy, Drama, Romance","Physics prodigy Stillman (Asa Butterfield) is destined for great things, only to be derailed when his girlfriend, Debbie (Sophie Turner) suddenly dumps him.",61,0,1,0,0,1970-01-01,2019-07-22,1970-01-01
5021,Lords of Chaos,No Data,No Data,"United Kingdom, Sweden, Norway",1970-01-01,2018,R,118 min,"Drama, Horror, Music",A teenager's quest to launch Norwegian Black Metal in Oslo in the early 1990s results in a very violent outcome.,64,0,1,0,0,1970-01-01,2019-06-28,1970-01-01
5022,Vox Lux,No Data,No Data,United States,1970-01-01,2018,R,114 min,"Drama, Music",An unusual set of circumstances brings unexpected success to a pop star (Natalie Portman).,62,0,1,0,0,1970-01-01,2019-06-03,1970-01-01
5023,Ask Dr. Ruth,No Data,No Data,United States,1970-01-01,2019,TV-14,99 min,Documentaries,"Ask Dr. Ruth chronicles the incredible life of Dr. Ruth Westheimer, a Holocaust survivor who became America's most famous sex therapist. As her 90th birthday approaches, she revisits her painful past and career at the forefront of the sexual revolution.",54,0,1,0,0,1970-01-01,2019-06-01,1970-01-01
5024,Backtrace,No Data,No Data,United States,1970-01-01,2018,R,87 min,"Action, Adventure, Horror","Twenty years after a botched robbery, three grifters kidnap an amnesia patient to jog his memory and find the long-lost money.",52,0,1,0,0,1970-01-01,2019-05-23,1970-01-01
5025,Ben Is Back,No Data,No Data,United States,1970-01-01,2018,R,103 min,Drama,Holly (Julia Roberts) is swept into a race against time after her 19-year old son (Lucas Hedges) returns home for Christmas – and suddenly disappears.,65,0,1,0,0,1970-01-01,2019-05-20,1970-01-01
5028,Border,No Data,No Data,"Sweden, Denmark",1970-01-01,2018,R,110 min,"International, Romance, Thriller",A customs officer who can smell fear develops an unusual attraction to a strange traveler while aiding a police investigation which will call into question her entire existence.,68,0,1,0,0,1970-01-01,2019-04-24,1970-01-01
5030,The Sisters Brothers,No Data,No Data,"France, Spain, Romania, Belgium, United States",1970-01-01,2018,R,121 min,"Comedy, Crime, Drama","Based on Patrick Dewitt’s acclaimed novel, Eli and Charlie Sisters are hired to kill a prospector who has stolen from their boss. The story, a genre-hybrid with comedic elements, takes place in Oregon in 1851.",72,0,1,0,0,1970-01-01,2019-04-22,1970-01-01
5031,The Quake,No Data,No Data,Norway,1970-01-01,2018,PG-13,108 min,"Action, Adventure, Horror","From the people that brought you the hit thriller The Wave, this action spectacular forewarns a new catastrophic disaster when the city of Oslo is threatened by a devastating earthquake. Norwegian with English subtitles.",65,0,1,0,0,1970-01-01,2019-04-18,1970-01-01
5033,Destroyer,No Data,No Data,United States,2021-01-01,2018,R,121 min,"Crime, Drama, Thriller","Destroyer is a gritty, riveting and complex crime thriller starring Oscar-winner Nicole Kidman in a virtuoso performance as a hardened detective worn down by the rigors of her job and the aftermath of an undercover FBI sting gone horribly wrong.",66,0,1,0,0,1970-01-01,2019-04-09,1970-01-01
5035,Monsters and Men,No Data,No Data,United States,1970-01-01,2018,R,96 min,"Black Stories, Crime, Drama","A bystander films the death of a black man at the hands of police, which sparks rising tensions in a New York neighborhood as some are moved to take a stand.",56,0,1,0,0,1970-01-01,2019-03-27,1970-01-01
5036,If Beale Street Could Talk,No Data,No Data,United States,1970-01-01,2018,R,119 min,"Black Stories, Crime, Drama","Based on the novel by James Baldwin, ""If Beale Street Could Talk"" is a soulful drama about a young couple fighting for justice in the name of love and the promise of the American dream.",71,0,1,0,0,1970-01-01,2019-03-26,1970-01-01
5037,Assassination Nation,No Data,No Data,"United States, Canada",1970-01-01,2018,R,108 min,"Action, Comedy, LGBTQ+","After a malicious data hack exposes the secrets of the perpetually American town of Salem, chaos descends and four girls must fight to survive, while coping with the hack themselves.",64,0,1,0,0,1970-01-01,2019-03-18,1970-01-01
5039,Shoplifters,No Data,No Data,Japan,1970-01-01,2018,R,121 min,"Crime, Drama, International","On the margins of Tokyo, a dysfunctional band of outsiders is united by fierce loyalty and a penchant for petty theft. When the young son is arrested, secrets are exposed that upend their tenuous, below-the-radar existence.",76,0,1,0,0,1970-01-01,2019-03-14,1970-01-01
5040,Digging for Fire,No Data,No Data,United States,2021-01-01,2015,R,84 min,"Drama, Mystery",The discovery of a bone and a rusty old gun send a husband and wife on separate adventures over the course of a weekend.,58,0,1,0,0,1970-01-01,2019-02-28,1970-01-01
5041,The Guilty,No Data,No Data,Denmark,1970-01-01,2018,R,88 min,"Crime, Drama, Horror","When a 911 dispatcher and former cop answers an emergency call from a kidnapped woman, he has to find a way to save her using just his phone and his wits in this pulse pounding, award-winning crime thriller. Danish, subtitled in English.",73,0,1,0,0,1970-01-01,2019-02-28,1970-01-01
5042,The Panama Papers,"Director Alex Winter goes inside the biggest global corruption scandal in history that was uncovered by hundreds of journalists, working in secret and at enormous risk.",No Data,United States,1970-01-01,2018,TV-14,100 min,Documentaries,"Director Alex Winter goes inside the biggest global corruption scandal in history that was uncovered by hundreds of journalists, working in secret and at enormous risk.",58,0,1,0,0,1970-01-01,2019-02-24,1970-01-01
5043,Dog Days,No Data,No Data,United States,1970-01-01,2018,PG,113 min,"Comedy, Romance","Dog Days is a hilarious and heartfelt comedy that follows the lives of multiple dog owners and their beloved fluffy pals around Los Angeles. When these human and canines’ paths start to intertwine, their lives begin changing in ways they never expected.",60,0,1,0,0,1970-01-01,2019-02-04,1970-01-01
5044,Bad Reputation,No Data,No Data,United States,1970-01-01,2018,R,93 min,"Documentaries, Music","The life and career of Joan Jett from her early years ripping it up onstage as the founder and backbone of hard-rock legends The Runaways, to her solo career and the enduring presence as a rock 'n' roll pioneer and mentor.",56,0,1,0,0,1970-01-01,2019-01-31,1970-01-01
5046,Support the Girls,No Data,No Data,United States,1970-01-01,2018,R,90 min,"Black Stories, Comedy, Drama","Regina Hall (Girls Trip) stars as the hardworking manager of a ""sports bar with curves"" who runs the joint like a family, even as sketchy employees, bad customers and an even worse boss put her good nature to the test.",62,0,1,0,0,1970-01-01,2019-01-03,1970-01-01
5048,Heathers,No Data,No Data,United States,1970-01-01,1989,R,103 min,"Classics, Comedy, Drama","Westerburg High School's elite clique of popular girls is ""The Heathers,"" comprised of the powerful Heather Chandler, the green-with-envy Heather Duke, and the cowardly Heather McNamara. Rounding out the foursome is Veronica Sawyer (Winona Ryder), who is so fed up with the Heathers and the entire peer pressure cooker that she starts running with J.D. (Christian Slater), a mysterious - and possibly psychotic - motorcycle-riding newcomer. But what begins as their noble effort to rid Westerburg of its bad apples ends up taking a real toll. And their teen rebellion produces a serious and mounting body count. Shannen Doherty co-stars in this cruelly hilarious dark comedy, which became one of the biggest cult classics of the '80s.",75,0,1,1,0,1970-01-01,2019-01-01,1970-01-01
5051,Hearts Beat Loud,No Data,No Data,United States,1970-01-01,2018,PG-13,97 min,"Comedy, Drama, Music","In Red Hook, Brooklyn, a father and daughter become an unlikely songwriting duo in the last summer before she leaves for college.",65,0,1,0,0,1970-01-01,2018-12-19,1970-01-01
5052,Damsel,No Data,No Data,United States,1970-01-01,2018,R,113 min,"Action, Adventure, Comedy","Samuel Alabaster (Robert Pattinson), an affluent pioneer, ventures across the American Frontier to marry Penelope (Mia Wasikowska). As Samuel traverses the Wild West with a drunkard named Parson Henry (David Zellner), their once-simple journey grows treacherous.",57,0,1,0,0,1970-01-01,2018-12-17,1970-01-01
5054,"Nico, 1988",No Data,No Data,"Italy, Belgium",1970-01-01,2017,R,94 min,"Drama, History, Music","Nico, 1988 is the story of an artist, a mother, and the woman behind the icon. Approaching 50, Nico's life and career are on the ropes, a far cry from her glamorous days as a Warhol superstar and celebrated vocalist for The Velvet Underground.",55,0,1,0,0,1970-01-01,2018-12-13,1970-01-01
5055,Sorry to Bother You,No Data,No Data,United States,1970-01-01,2018,R,111 min,"Black Stories, Comedy, Science Fiction","In an alternate present-day version of Oakland, telemarketer Cassius Green discovers a magical key to professional success, propelling him into a macabre universe.",73,0,1,0,0,1970-01-01,2018-11-21,1970-01-01
5056,Cartel Land,No Data,No Data,United States,1970-01-01,2015,R,100 min,Documentaries,"Filmmaker Matthew Heineman and Executive Producer Kathryn Bigelow (“The Hurt Locker”, “Zero Dark Thirty”) bring us this unprecedented look at two vigilante groups fighting the murderous drug cartels on both sides of the Mexican border.",69,0,1,0,0,1970-01-01,2018-11-15,1970-01-01
