title,director,director gender,distributor,id,rating score,title_imdb,release_date,directors,cast,countries,languages,rating,imDbRating,imDbRatingVotes,metacriticRating,budget,cumulativeWorldwideGross,keywords,awards
Beta,Indra Kumar,male,Maruti International,tt0101437,,Beta,,Indra Kumar,"Anil Kapoor, Madhuri Dixit, Aruna Irani",India,Hindi,Not Rated,6.2,2158.0,,,,"villainess,stepmother stepson relationship,mother son relationship,poison,train station","Awards, 6 wins & 4 nominations"
Wander,April Mullen,female,Saban Capital Group,tt9689696,5.1/10,,,,,,,,,,,,,,
Treasure Inn,Corey Yuen,male,"Bona International Film Group, Mega-Vision Pictures (MVP)",tt1941705,,Treasure Inn,2011-06-23,Jing Wong,"Nicholas Tse, Nick Cheung, Dawei Tong","Hong Kong, China",Cantonese,,5.4,373.0,,,"$1,341,356",murderer,
Stranger in the House,Georges Lautner,male,,tt0061515,,,,,,,,,,,,,,,
Megaconda,Christopher Ray,male,Retromedia Entertainment,tt4354312,,Megaconda,2010-02-03,Christopher Ray,"Dylan Vox, Michelle Bauer, Matthew Chandler",USA,English,Not Rated,3.2,251.0,,"$200,000 (estimated)",,"psychotronic film,anaconda,creature feature,eaten alive,giant snake",
Jana,Shaji Kailas,male,Roja Combines,tt1861356,,Jana,2004-05-01,Shaji Kailas,"Ajith Kumar, Sneha, Siddique",India,Tamil,,3.2,634.0,,,,"mumbai india,character name in title",
Forget Me Not,W. S. Van Dyke,male,Phase 4 Films,tt1147684,,,,,,,,,,,,,,,
The Surface,Gil Cates Jr.,male,Entertainment One Films,tt3074578,,The Surface,2016-05-16,Gil Cates Jr.,"Mimi Rogers, Sean Astin, Chris Mulkey",USA,English,Not Rated,4.8,1126.0,,,,"stranger,lake michigan","Awards, 1 nomination"
The Canterville Ghost,Yann Samuell,male,Metro-Goldwyn-Mayer,tt0036696,86%,,,,,,,,,,,,,,
Switzerland,Ben Sharpsteen,male,,tt0048683,,,,,,,,,,,,,,,
Strangers,Joan Tewkesbury,female,Netflix,tt0882967,,,,,,,,,,,,,,,
Souvenir,Rosa Vergés,female,,tt0111249,,,,,,,,,,,,,,,
Officer,Ram Gopal Varma,male,Netflix,tt0265452,,,,,,,,,,,,,,,
Love Life & Pakodi,,,,,,,,,,,,,,,,,,,
Jade,William Friedkin,male,Paramount Pictures,tt0113451,4.2/10,Jade,1995-10-13,William Friedkin,"David Caruso, Linda Fiorentino, Chazz Palminteri",USA,English,R,5.3,12855.0,33.0,"$50,000,000 (estimated)","$9,851,610","female full frontal nudity,murder of a nude woman,panties pulled down,hit by a car,female frontal nudity","Awards, 2 nominations"
Hollywood North,Peter O'Brian,male,Franchise Pictures,tt0337640,5.4/10,,,,,,,,,,,,,,
Everybody Changes,Arturo Montenegro,male,,tt10523404,,,,,,,,,,,,,,,
Dosar,Rituparno Ghosh,male,"Angel Digital., Planman Motion Pictures",tt0470283,,Dosar,2006-04-14,Rituparno Ghosh,"Prasenjit Chatterjee, Konkona Sen Sharma, Chandrayee Ghosh",India,Bengali,,7.4,673.0,,,,,"Awards, 2 wins & 1 nomination"
Discarded Lovers,Fred C. Newmeyer,male,Tower Productions (III),tt0022821,,Discarded Lovers,1932-01-03,Fred C. Newmeyer,"Natalie Moorhead, Russell Hopton, J. Farrell MacDonald",USA,English,Not Rated,4.8,117.0,,,,"movie studio,movie star,behind the scenes",
Confession,Joe May,male,Anglo-Amalgamated,tt0049129,,,,,,,,,,,,,,,
Ashby,Tony McNamara,male,Paramount Pictures,tt3774466,5.5/10,Ashby,2015-09-25,Tony McNamara,"Mickey Rourke, Nat Wolff, Emma Roberts",USA,English,R,6.4,15685.0,46.0,,"$122,919","character name as title,former assassin,teen angst,chauffeur,oldsmobile cutlass","Awards, 1 nomination"
22 Bullets,Richard Berry,male,Netflix,tt1167638,5.2/10,22 Bullets,2010-03-24,Richard Berry,"Jean Reno, Kad Merad, Jean-Pierre Darroussin",France,French,Not Rated,6.6,34914.0,,"€18,000,000 (estimated)","$21,695,883","marseille france,mobster,vengeance,france,criminal investigation",
Uncle Frank,Alan Ball,male,Amazon Studios,tt11327514,6.9/10,Uncle Frank,2020-11-25,Alan Ball,"Paul Bettany, Sophia Lillis, Peter Macdissi",USA,"English, Arabic",R,7.3,20386.0,58.0,,,"gay couple relationship,1970s,gay muslim,uncle niece relationship,gay character","Nominated for 1 Primetime Emmy, 7 wins & 13 nominations total"
Sweet Home Carolina,Charlie Vaughn,male,MarVista Entertainment,tt5319656,,Sweet Home Carolina,2017-05-02,Charlie Vaughn,"Heather McComb, Paul Greene, Lexi Giovagnoli",USA,"English, Spanish",Unrated,5.5,699.0,,,,"dog,los angeles california,single mother,mother daughter relationship,family estrangement",
Parallel,Isaac Ezban,male,,tt4922674,,,,,,,,,,,,,,,
Left Behind: The Movie,Vic Sarin,male,Netflix,tt0190524,16%,Left Behind: The Movie,2001-02-02,Vic Sarin,"Kirk Cameron, Brad Johnson, Janaya Stephens",Canada,English,PG-13,4.3,9798.0,22.0,"$4,000,000 (estimated)","$4,224,065","based on the bible,christian,suburb,stuffed animal,mile high club","Awards, 3 nominations"
Honey Boy,Alma Har'el,female,Amazon Studios,tt8151874,7.7/10,Honey Boy,2019-11-27,Alma Har'el,"Shia LaBeouf, Lucas Hedges, Noah Jupe",USA,"English, Spanish",R,7.2,37088.0,73.0,,"$3,400,977","father son relationship,motel,male rear nudity,1990s,written by star","Awards, 10 wins & 41 nominations"
Chemical Hearts,Richard Tanne,male,Amazon Studios,tt5843876,5.7/10,Chemical Hearts,2020-08-21,Richard Tanne,"Lili Reinhart, Austin Abrams, Sarah Jones",USA,English,R,6.2,12855.0,57.0,,,"school,high school,knee injury,car accident,school newspaper",
7500,Patrick Vollrath,male,Amazon Prime Video,tt6436726,6.5/10,7500,2020-06-18,Patrick Vollrath,"Joseph Gordon-Levitt, Omid Memar, Aylin Tezel","Germany, Austria, USA","English, German, Turkish, Arabic",R,6.3,28852.0,58.0,,,"pilot,hijacking,terrorism,empathy,muslim","Awards, 2 wins & 8 nominations"
Wetbacks,,,Pacific Coast Pictures,tt0049946,,Wetbacks,1956-05-04,Hank McCune,"Lloyd Bridges, Nancy Gates, Barton MacLane",USA,"English, Spanish",Approved,5.1,89.0,,,,"boat,psychotronic film,blackmail,racial slur in title,surveillance",
Secrets,Frank Borzage,male,First National,tt0015312,,,,,,,,,,,,,,,
Pataakha,Vishal Bhardwaj,male,B4U,tt8396128,73,Pataakha,2018-09-28,Vishal Bhardwaj,"Sanya Malhotra, Radhika Madan, Sunil Grover",India,Hindi,Not Rated,7.2,4219.0,,,"$1,407,588",based on story,"Awards, 2 wins & 10 nominations"
Ninu Veedani Needanu Nene,,,"V Studios, Venkatadri Talkies, Vista Dream Merchants",tt9789440,,Ninnu Veedani Needanu Nene,2019-07-12,Caarthick Raju,"Ajay., Vi Anand, Ashiq.",India,Telugu,Not Rated,5.8,394.0,,,,motorbike,
High Noon,Fred Zinnemann,male,United Artists Corporation,tt0044706,95%,High Noon,1952-07-30,Fred Zinnemann,"Gary Cooper, Grace Kelly, Thomas Mitchell",USA,"English, Spanish",PG,8.0,104040.0,89.0,"$730,000 (estimated)",,"sheriff,one against many,old west,fistfight,frontier town","Won 4 Oscars, 17 wins & 11 nominations total"
Enakkoru Magan Pirappan,Kothanda Ramaiah,male,,tt8947996,,Enakkoru Magan Pirappan,,Keyaar,"Anju Aravind, Chinni Jayanth, Kushboo",India,Tamil,,5.1,19.0,,,,boy,
Copper Mountain,David Mitchell,male,Netflix,tt0085363,,Copper Mountain,1983-07-07,David Mitchell,"Jim Carrey, Alan Thicke, Dick Gautier",Canada,English,,2.2,2420.0,,,,"ski resort,skiing,ski trip,concert,independent film",
Raabta,Dinesh Vijan,male,T-Series,tt5542802,4.4/10,Raabta,2017-06-09,Dinesh Vijan,"Deepika Padukone, Kriti Sanon, Rajkummar Rao",India,Hindi,Not Rated,4.7,8004.0,,,"$78,325",fall,"Awards, 1 win & 1 nomination"
The Klansman,Terence Young,male,Paramount Pictures,tt0071721,3.7/10,The Klansman,1974-10-25,Terence Young,"Lee Marvin, Richard Burton, Cameron Mitchell",USA,English,R,5.1,1603.0,,"$5,000,000 (estimated)",,"hixploitation,alabama,sheriff,castration,interracial rape",
Soulmate,Axelle Carolyn,female,Next Entertainment World,tt13086130,,,,,,,,,,,,,,,
Saina,Amole Gupte,male,,tt9176086,,,,,,,,,,,,,,,
Nene Raju Nene Mantri,Teja,male,Suresh Productions,tt7249854,,Nene Raju Nene Mantri,2017-08-10,Teja,"Mahesh Achanta, Kajal Aggarwal, Ajay",India,Telugu,Not Rated,5.8,1444.0,,"₹400,000,000 (estimated)","$51,805",journey,"Awards, 1 win & 2 nominations"
Interlude,Douglas Sirk,male,Columbia Pictures,tt0063136,,,,,,,,,,,,,,,
In the Arms of My Enemy,Micha Wald,male,"Rézo Films, Forum Films, Iris Group",tt0814795,,In the Arms of My Enemy,2007-08-22,Micha Wald,"Adrien Jolivet, Grégoire Colin, Grégoire Leprince-Ringuet","Belgium, France, Canada",French,R,6.6,578.0,,,"$38,001","homoeroticism,bare chested male,covering oneself with mud,crawling,physical examination","Awards, 3 nominations"
Tru Love,Shauna MacDonald,female,,tt2634384,,,,,,,,,,,,,,,
Remember Pearl Harbor,Joseph Santley,male,Republic Pictures,tt0035249,,,,,,,,,,,,,,,
Raasi,,,S. S. Chakravarthy,tt2373648,,Raasi,1997-04-18,Murali Appas,"Ajith Kumar, Rambha, Prakash Raj",India,Tamil,,4.6,175.0,,,,love,
Address Unknown,Kim Ki-duk,male,Netflix,tt0284815,,,,,,,,,,,,,,,
10.0 Earthquake,,,Hulu,tt3488056,,10.0 Earthquake,2014-10-11,David Gidali,"Malcolm Barrett, Cameron Richardson, Jeffrey Jones",USA,"Hindi, English",PG,3.5,2308.0,,,,"2010s,quake,earthquake,industry,science",
Wonder Boy for President,,,,,,,,,,,,,,,,,,,
The Statement,Norman Jewison,male,Netflix,tt0340376,4.7/10,The Statement,2004-02-27,Norman Jewison,"Michael Caine, Tilda Swinton, Alan Bates","Canada, France, UK","English, German, Italian, Latin, French",R,6.2,5319.0,45.0,"$27,000,000 (estimated)","$1,079,822","timeframe 1940s,timeframe 1990s,f word,car falling off a cliff,nazi","Awards, 4 wins"
The King's Guard,Conatan Taydor,,,tt0206075,,The King's Guard,2000-08-01,Jonathan Tydor,"Eric Roberts, Ron Perlman, Lesley-Anne Down",USA,English,PG-13,3.3,580.0,,,,"swordsman,princess,medieval times,female gunfighter,swashbuckler",
The Hornet's Nest,David Salzberg,male,Freestyle Releasing,tt2611026,72,The Hornet's Nest,2014-05-09,"David Salzberg, Christian Tureaud","Frank Adamski, Ofren Arrechaga, Ed Bankston",USA,English,R,6.6,2617.0,61.0,,"$312,706","afghan war,history documentary,military and war documentary",
The Brotherhood,Martin Ritt,male,Paramount Pictures,tt0062760,67%,,,,,,,,,,,,,,
Spread,David Mackenzie,male,Anchor Bay Entertainment,tt1186370,4.2/10,Spread,2009-07-08,David Mackenzie,"Ashton Kutcher, Anne Heche, Margarita Levieva",USA,English,R,5.8,40265.0,43.0,,"$12,035,862","womanizer,shaving pubic hair,pick up artist,female nudity,female frontal nudity",
Roberrt,Tharun Sudhir,male,,tt10883302,,,,,,,,,,,,,,,
Reversion,,,,,,,,,,,,,,,,,,,
Naz & Maalik,,,Wolfe Video,tt3385334,7.3/10,,,,,,,,,,,,,,
Most Wanted,Sushant Mani,male,New Line Cinema,tt0119709,15%,,,,,,,,,,,,,,
Late Night,Nisha Ganatra,female,Netflix,tt6107548,6.8/10,Late Night,2019-06-14,Nisha Ganatra,"Emma Thompson, Mindy Kaling, John Lithgow",USA,English,R,6.5,37445.0,70.0,"$4,000,000 (estimated)","$22,386,555","feminism,f rated,television writer,fictional tv show,fictional late night tv show","Awards, 1 win & 14 nominations"
Jugni,Syed Noor,male,PVR Pictures,tt3453964,50,Jugni,2016-01-22,Shefali Bhushan,"Anurita Jha, Sugandha Garg, Sadhana Singh",India,Hindi,,6.1,145.0,,,,,
How to Steal a Dog,,,Netflix,tt3812402,,,,,,,,,,,,,,,
Hell House LLC,,,Cognetti Films,tt4267026,6.8/10,Hell House LLC,2016-11-01,Stephen Cognetti,"Gore Abrams, Alice Bahlke, Danny Bellini",USA,English,Not Rated,6.4,15330.0,,,,"found footage,haunted house attraction,halloween,tv news,chained to a wall",
En Jeevan Paduthu,R. Sundarrajan,male,NH Studioz,tt0319348,,En Jeevan Paaduthe,1988-06-24,R. Sundarajan,"Karthik, Saranya Ponvannan, Kapil Dev",India,Tamil,Not Rated,6.4,18.0,,,,,
Crown Heights,Matt Ruskin,male,Amazon Studios,tt3268340,6.5/10,Crown Heights,2017-08-18,Matt Ruskin,"LaKeith Stanfield, Nnamdi Asomugha, Natalie Paul",USA,English,R,6.6,2603.0,64.0,,"$238,558","male rear nudity,innocence,friend,murder,irish american","Awards, 6 wins & 9 nominations"
Baabul,Ravi Chopra,male,Netflix,tt0419468,,Baabul,2006-12-08,Ravi Chopra,"Amitabh Bachchan, Salman Khan, Hema Malini","India, France",Hindi,Not Rated,5.4,3392.0,,,"$9,096,635","love,marriage,widow,tragedy,tradition","Awards, 2 nominations"
Arishadvarga,,,,tt5293618,,,,,,,,,,,,,,,
A Night in Old Mexico,Emilio Aragón Álvarez,male,,tt2308260,5.2/10,,,,,,,,,,,,,,
Trafficked,Will Wallace,male,"KK Ranch Productions, Habitat Media Group, Eliza Kay Productions",tt1720621,29%,Trafficked,2020-03-02,Will Wallace,"Sean Patrick Flanery, Ashley Judd, Brian Thompson",USA,English,R,5.6,1630.0,38.0,,"$19,698","organ trafficking,forced labor,human trafficking,based on book,sex trafficking",
Nikka Zaildar 3,Simerjit Singh,male,Patiala Motion Pictures,tt9537352,,Nikka Zaildar 3,2019-09-20,Simerjit Singh,"Ammy Virk, Wamiqa Gabbi, Nirmal Rishi",India,Punjabi,Not Rated,4.1,308.0,,,"$1,215,304",soul,
Anonymous,Roland Emmerich,male,,tt1999091,,,,,,,,,,,,,,,
Adithya Varma,Bala,male,,tt8303612,,,,,,,,,,,,,,,
Wajah Tum Ho,Vishal Pandya,male,T-Series,tt5638474,,Wajah Tum Ho,2016-12-16,Vishal Pandya,"Sharman Joshi, Sana Khan, Gurmeet Choudhary",India,Hindi,Not Rated,4.4,1257.0,,,"$1,855,282","woman on top sex,woman wears a bra and panties,murder,police,lawyer",
Teraa Surroor,,,T-Series,tt5309720,0,Teraa Surroor,2016-03-11,Shawn Arranha,"Himesh Reshammiya, Farah Karimaee, Naseeruddin Shah",India,"English, Hindi",Not Rated,2.7,895.0,,"$1,600,000 (estimated)",,,
Simran,Hansal Mehta,male,T-Series,tt6405126,70,Simran,2017-09-15,Hansal Mehta,"Kangana Ranaut, Sohum Shah, Esha Tewari",India,Hindi,Not Rated,5.1,4361.0,,,"$2,740,865",girl,"Awards, 2 nominations"
Sarbjit,Omung Kumar,male,T-Series,tt5120640,33,Sarbjit,2016-05-20,Omung Kumar,"Randeep Hooda, Aishwarya Rai Bachchan, Richa Chadha",India,Hindi,Not Rated,7.3,5051.0,,,"$69,867","bare chested male bondage,torture,based on true story","Awards, 3 wins & 9 nominations"
Respite,Harun Farocki,male,,tt1149867,,,,,,,,,,,,,,,
Noor,Çağla Zencirci,female,,tt1836826,,,,,,,,,,,,,,,
Junooniyat,Vivek Agnihotri,male,Super Cassettes Industries Limited (T-Series),tt3840534,3.7/10,Junooniyat,2016-06-24,Vivek Agnihotri,"Pulkit Samrat, Yami Gautam, Gulshan Devaiah",India,Hindi,Not Rated,4.1,897.0,,,"$521,245","love,separation,swimming,army officer",
Hindi Medium,Saket Chaudhary,male,T-Series,tt5764096,6.3/10,Hindi Medium,2017-05-19,Saket Chaudhary,"Irrfan Khan, Saba Qamar, Dishita Sehgal",India,Hindi,Not Rated,7.8,28878.0,,,"$41,635,636",educational,"Awards, 6 wins & 16 nominations"
Bhoomi,Omung Kumar,male,"Legend Global Studio, T-Series, White Turtle Studios",tt6265988,40,Bhoomi,2017-09-22,Omung Kumar,"Sunny Leone, Sanjay Dutt, Aditi Rao Hydari",India,Hindi,Not Rated,5.3,1898.0,,"₹220,000,000 (estimated)","$339,925","rape,rape and revenge,father daughter relationship,violence,fight","Awards, 2 nominations"
Angel of Death,,,,tt1269734,,,,,,,,,,,,,,,
Premonition,Mennan Yapo,male,Netflix,tt0477071,3.9/10,,,,,,,,,,,,,,
"My Captain, Mr. Underground",,,,,,,,,,,,,,,,,,,
Mumbai Saga,Sanjay Gupta,male,"Sangeeta Ahir Moviez, T-Series, White Feather Films",tt10483386,33,Mumbai Saga,2021-03-19,Sanjay Gupta,"John Abraham, Emraan Hashmi, Mahesh Manjrekar",India,Hindi,,6.0,9596.0,,,"$2,243,073","criminal action,violence",
Jigsaw,Fletcher Markle,male,Universal Pictures,tt0063155,,,,,,,,,,,,,,,
A Most Beautiful Thing,Mary Mazzio,female,50 Eggs Films,tt11541324,100%,A Most Beautiful Thing,2020-07-31,Mary Mazzio,"Common, Arshay Cooper, Ken Alpart",USA,English,,7.4,290.0,79.0,,,"school,boat","Awards, 3 nominations"
The Phantom,B. Reeves Eason,male,Paramount Pictures,tt0117331,5.1/10,The Phantom,1996-06-07,Simon Wincer,"Billy Zane, Kristy Swanson, Treat Williams","Australia, USA",English,PG,5.0,34205.0,53.0,"$45,000,000 (estimated)","$17,323,326","cult film,interwar period,character name as title,the phantom character,psychotronic film","Awards, 3 wins"
Survive the Night,Matt Eskandari,male,Lionsgate,tt10303324,14%,Survive the Night,2020-05-22,Matt Eskandari,"Bruce Willis, Chad Michael Murray, Shea Buckner",USA,English,R,4.1,11304.0,26.0,"$3,500,000 (estimated)","$220,371","action thriller,family held hostage,home break in,car chase,brother brother relationship","Awards, 1 nomination"
Mortal,André Øvredal,male,"42, Automatik Entertainment, Eldorado Film",tt5715066,5.7/10,Mortal,2020-11-06,André Øvredal,"Nat Wolff, Priyanka Bose, Iben Akerlie","Norway, USA, UK","Norwegian, English",R,5.9,9138.0,20.0,,"$126,068","power,wilderness,death of a teenage boy,prison cell,dream","Awards, 3 nominations"
Meteor Moon,,,,tt13179918,,,,,,,,,,,,,,,
Last Flag Flying,Richard Linklater,male,Amazon Studios,tt6018306,7.1/10,Last Flag Flying,2017-11-03,Richard Linklater,"Bryan Cranston, Laurence Fishburne, Steve Carell",USA,English,R,6.9,25707.0,65.0,,"$1,872,950","grief,friendship,death of son,father son relationship,iraq war","Awards, 2 wins & 11 nominations"
Intersection,Mark Rydell,male,Paramount Pictures,tt0110146,3.6/10,Intersection,1994-01-21,Mark Rydell,"Richard Gere, Sharon Stone, Lolita Davidovich","USA, Canada",English,R,5.3,8464.0,,"$45,000,000 (estimated)","$21,355,893","woman on top,marriage,flashback,chess,infidelity","Awards, 2 wins"
Doug Stanhope: Beer Hall Putsch,,,Netflix,,,,,,,,,,,,,,,,
Bad Samaritan,Dean Devlin,male,Electric Entertainment,tt3203528,5.4/10,Bad Samaritan,2018-05-04,Dean Devlin,"David Tennant, Robert Sheehan, Kerry Condon",USA,English,R,6.4,23421.0,42.0,,"$4,623,836","valet parking,burglar,captive,violence,psychopath","Awards, 1 nomination"
Babu,A. C. Tirulokchandar,male,AVM Productions,tt1435464,,,,,,,,,,,,,,,
Wish You Well,Darnell Martin,female,,tt2463302,,,,,,,,,,,,,,,
"Watch Out, We're Mad!",Marcello Fondato,male,MOKÉP,tt0069697,,"Watch Out, We're Mad",,Marcello Fondato,"Terence Hill, Bud Spencer, Patty Shepard","Italy, Spain",Italian,G,7.3,12548.0,,,,"two man army,dune buggy,car crash,buddy movie,friendship","Awards, 2 wins"
The Adventures of Mark Twain,Irving Rapper,male,Warner Bros.,tt0036582,,,,,,,,,,,,,,,
Spinster,Andrea Dorfman,female,,tt8452136,6.5/10,,,,,,,,,,,,,,
Smiley,Anthony Kimmins,male,20th Century Studios,tt0049771,,,,,,,,,,,,,,,
Manchester by the Sea,Kenneth Lonergan,male,InterCom,tt4034228,8.8/10,Manchester by the Sea,2016-12-16,Kenneth Lonergan,"Casey Affleck, Michelle Williams, Kyle Chandler",USA,English,R,7.8,278351.0,96.0,"$9,000,000 (estimated)","$78,988,148","death,death of brother,manchester massachusetts,massachusetts,guardian","Won 2 Oscars, 129 wins & 269 nominations total"
Cornered,Edward Dmytryk,male,RKO Pictures,tt0037615,,,,,,,,,,,,,,,
Behind Closed Doors,Delia Gunn,female,,,,,,,,,,,,,,,,,
Vakeel Saab,Venu Sree Raam,male,,tt8269248,,,,,,,,,,,,,,,
Those People,,,Wolfe Video,tt3899516,5.8/10,,,,,,,,,,,,,,
The Somme,M. A. Wetherell,male,,tt0018426,,,,,,,,,,,,,,,
Rock On,,,,,,,,,,,,,,,,,,,
Prince of Central Park,John Leekley,male,Netflix,tt0170452,20%,Prince of Central Park,2000-12-25,John Leekley,"Kathleen Turner, Danny Aiello, Cathy Moriarty",USA,English,PG-13,5.1,628.0,22.0,"$7,000,000 (estimated)","$7,838","manhattan new york city,new york city,central park manhattan new york city,remake,based on novel",
Karwaan,Akash Khurana,male,"Ishka Films,, RSVP, Reverie Entertainment",tt7919680,70,Karwaan,2018-08-03,Akarsh Khurana,"Irrfan Khan, Dulquer Salmaan, Mithila Palkar",India,"Hindi, Malayalam",Not Rated,7.6,15838.0,,"₹200,000,000 (estimated)","$536,525",road trip,"Awards, 2 nominations"
Doli Saja Ke Rakhna,Priyadarshan,male,Shemaroo Entertainment,tt0207415,,Doli Saja Ke Rakhna,1998-11-27,Priyadarshan,"Akshaye Khanna, Jyotika, Anupam Kher",India,Hindi,Not Rated,6.3,558.0,,,,"remake,police officer,father son relationship,love,mother son relationship","Awards, 2 nominations"
Diablo,Lawrence Roeck,male,Orion Pictures,tt4076760,3.5/10,,,,,,,,,,,,,,
Confessions of an Action Star,Brad Martin,male,Gaiam Vivendi Entertainment,tt0337887,,,,,,,,,,,,,,,
Big Eden,Thomas Bezucha,male,Wolfe Video,tt0212815,5.9/10,Big Eden,2000-04-18,Thomas Bezucha,"Arye Gross, Eric Schweig, Tim DeKay",USA,English,PG-13,7.3,4568.0,59.0,,"$512,451","gay relationship,montana,artist,native american,kiss","Awards, 9 wins & 1 nomination"
Bad Blood,Tibor Takács,male,Netflix,tt0082043,,,,,,,,,,,,,,,
Angel,François Ozon,male,Paramount Pictures,tt0028575,6.9/10,,,,,,,,,,,,,,
Tusks,Tara Moore,female,Marquis Pictures,tt0100825,,Tusks,1988-07-29,Tara Moore,"Lucy Gutteridge, Andrew Stevens, John Rhys-Davies",USA,English,R,4.0,115.0,,,,"female nudity,female topless nudity,monkey,tent,vat",
Trade Winds,Tay Garnett,male,Scalera Film,tt0030888,,Trade Winds,1938-12-28,Tay Garnett,"Fredric March, Joan Bennett, Ralph Bellamy",USA,English,Not Rated,6.3,592.0,,"$738,733 (estimated)",,"ship,murder,detective,any way the wind blows,wind","Awards, 1 win"
Theethum Nandrum,,,,tt14071038,,,,,,,,,,,,,,,
The Wild Blue Yonder,Werner Herzog,male,Fandango,tt0443693,6.5/10,,,,,,,,,,,,,,
